age,job,marital,education,default,housing,loan,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Deposit
33,admin.,single,basic.6y,unknown,yes,no,-1.8,92.893,-46.2,1.266,5099.1,0
54,blue-collar,married,unknown,no,no,no,1.4,93.444,-36.1,4.97,5228.1,0
33,technician,married,professional.course,no,yes,no,1.4,94.465,-41.8,4.967,5228.1,0
27,services,married,high.school,no,yes,no,-1.8,92.893,-46.2,1.291,5099.1,0
36,admin.,single,high.school,no,yes,yes,-0.1,93.2,-42.0,4.021,5195.8,0
55,unknown,married,unknown,unknown,yes,no,1.4,93.444,-36.1,4.963,5228.1,0
50,blue-collar,married,basic.6y,unknown,no,no,1.1,93.994,-36.4,4.86,5191.0,0
57,technician,married,high.school,no,yes,no,-1.8,93.075,-47.1,1.415,5099.1,0
44,blue-collar,married,basic.6y,no,no,no,1.4,93.444,-36.1,4.965,5228.1,0
52,technician,married,high.school,no,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
30,self-employed,single,university.degree,no,yes,no,-3.4,92.379,-29.8,0.788,5017.5,0
37,blue-collar,married,basic.6y,no,no,no,-3.4,92.431,-26.9,0.73,5017.5,0
51,technician,married,professional.course,no,no,yes,1.4,93.918,-42.7,4.96,5228.1,0
58,retired,married,university.degree,no,yes,no,-1.8,92.893,-46.2,1.354,5099.1,0
30,student,single,high.school,no,no,no,1.4,94.465,-41.8,4.864,5228.1,1
56,self-employed,divorced,university.degree,unknown,no,no,-1.8,93.075,-47.1,1.405,5099.1,0
57,blue-collar,married,high.school,unknown,yes,no,1.4,93.918,-42.7,4.957,5228.1,1
80,retired,married,basic.4y,no,no,no,-1.8,93.876,-40.0,0.697,5008.7,1
31,blue-collar,divorced,high.school,no,no,yes,1.4,94.465,-41.8,4.96,5228.1,0
31,student,single,unknown,no,yes,no,-1.1,94.199,-37.5,0.879,4963.6,0
41,entrepreneur,married,university.degree,unknown,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
38,admin.,married,high.school,no,no,no,1.4,93.918,-42.7,4.963,5228.1,0
32,technician,divorced,high.school,no,no,no,1.4,93.444,-36.1,4.964,5228.1,0
46,self-employed,married,basic.4y,unknown,no,no,1.1,93.994,-36.4,4.86,5191.0,0
51,services,married,basic.6y,no,no,no,-1.8,93.075,-47.1,1.365,5099.1,1
38,blue-collar,divorced,basic.6y,no,yes,no,-0.1,93.2,-42.0,4.12,5195.8,0
51,admin.,divorced,high.school,unknown,no,no,1.4,94.465,-41.8,4.959,5228.1,0
46,self-employed,divorced,university.degree,no,yes,yes,1.1,93.994,-36.4,4.86,5191.0,0
46,blue-collar,married,basic.6y,no,yes,no,1.4,94.465,-41.8,4.864,5228.1,0
45,blue-collar,married,basic.4y,unknown,yes,no,1.4,93.444,-36.1,4.964,5228.1,0
53,unknown,married,high.school,unknown,yes,no,1.1,93.994,-36.4,4.858,5191.0,0
35,admin.,married,university.degree,no,no,yes,-0.1,93.2,-42.0,4.153,5195.8,0
45,admin.,married,high.school,no,no,no,1.4,94.465,-41.8,4.961,5228.1,0
43,admin.,married,high.school,no,no,no,-1.8,92.893,-46.2,1.281,5099.1,0
84,retired,divorced,basic.4y,no,yes,yes,-1.7,94.215,-40.3,0.893,4991.6,1
38,technician,single,university.degree,no,no,no,1.4,94.465,-41.8,4.865,5228.1,0
29,blue-collar,married,basic.6y,no,no,no,-1.8,92.893,-46.2,1.327,5099.1,0
56,retired,married,high.school,unknown,yes,no,1.4,93.444,-36.1,4.968,5228.1,1
33,services,single,high.school,unknown,yes,no,1.4,93.918,-42.7,4.961,5228.1,0
45,blue-collar,married,basic.4y,unknown,yes,yes,1.1,93.994,-36.4,4.858,5191.0,0
44,blue-collar,single,basic.9y,no,yes,yes,-0.1,93.2,-42.0,4.153,5195.8,0
31,admin.,single,university.degree,no,yes,yes,1.4,93.444,-36.1,4.962,5228.1,0
21,student,single,high.school,no,no,no,-2.9,92.201,-31.4,0.884,5076.2,0
53,blue-collar,single,unknown,no,yes,no,-1.8,92.893,-46.2,1.281,5099.1,0
35,admin.,married,high.school,no,yes,yes,1.1,93.994,-36.4,4.857,5191.0,0
27,student,single,university.degree,unknown,no,no,1.1,93.994,-36.4,4.864,5191.0,0
32,entrepreneur,married,high.school,no,yes,no,-1.8,92.893,-46.2,1.299,5099.1,0
72,housemaid,married,basic.6y,unknown,yes,no,-1.7,94.027,-38.3,0.905,4991.6,0
42,admin.,married,unknown,no,no,no,-1.8,93.075,-47.1,1.405,5099.1,0
48,blue-collar,married,basic.4y,unknown,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
45,services,divorced,high.school,no,yes,yes,-0.1,93.2,-42.0,4.191,5195.8,0
49,housemaid,married,basic.4y,unknown,no,no,1.1,93.994,-36.4,4.855,5191.0,0
31,entrepreneur,single,university.degree,unknown,no,yes,1.4,93.918,-42.7,4.968,5228.1,0
56,retired,married,basic.4y,no,yes,yes,-0.1,93.2,-42.0,4.076,5195.8,0
43,unemployed,single,university.degree,no,yes,yes,-0.1,93.2,-42.0,4.076,5195.8,0
32,technician,married,professional.course,no,yes,yes,-1.8,92.893,-46.2,1.334,5099.1,0
35,blue-collar,married,basic.6y,no,no,no,1.4,94.465,-41.8,4.959,5228.1,0
33,admin.,married,university.degree,no,no,no,1.4,93.444,-36.1,4.968,5228.1,0
32,admin.,single,university.degree,no,yes,no,-1.8,92.893,-46.2,1.27,5099.1,1
41,technician,married,professional.course,no,yes,no,-0.1,93.2,-42.0,4.021,5195.8,0
27,blue-collar,married,basic.9y,no,unknown,unknown,1.1,93.994,-36.4,4.856,5191.0,0
31,admin.,single,high.school,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
41,self-employed,divorced,university.degree,unknown,yes,no,1.4,94.465,-41.8,4.959,5228.1,0
58,management,married,university.degree,unknown,yes,no,1.4,93.918,-42.7,4.962,5228.1,0
34,technician,married,basic.9y,no,no,no,-0.1,93.2,-42.0,4.153,5195.8,0
52,entrepreneur,married,university.degree,unknown,no,no,1.1,93.994,-36.4,4.86,5191.0,0
52,blue-collar,married,basic.9y,no,yes,yes,1.4,93.918,-42.7,4.968,5228.1,0
32,services,married,professional.course,no,no,no,1.1,93.994,-36.4,4.86,5191.0,0
26,entrepreneur,single,high.school,no,no,no,1.1,93.994,-36.4,4.859,5191.0,0
42,blue-collar,married,basic.9y,no,yes,no,1.4,94.465,-41.8,4.864,5228.1,0
27,technician,single,professional.course,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
28,admin.,married,high.school,no,no,no,1.4,94.465,-41.8,4.864,5228.1,0
39,blue-collar,divorced,unknown,unknown,no,yes,1.1,93.994,-36.4,4.86,5191.0,0
31,blue-collar,married,basic.4y,unknown,no,no,1.1,93.994,-36.4,4.857,5191.0,0
44,admin.,married,high.school,unknown,no,no,1.4,93.444,-36.1,4.966,5228.1,0
62,retired,married,unknown,no,no,no,-2.9,92.201,-31.4,0.869,5076.2,1
32,technician,single,university.degree,no,yes,no,1.4,93.918,-42.7,4.962,5228.1,0
42,management,married,basic.6y,no,yes,yes,1.1,93.994,-36.4,4.856,5191.0,0
33,blue-collar,married,basic.9y,unknown,yes,no,-1.8,92.893,-46.2,1.25,5099.1,1
53,blue-collar,married,basic.4y,no,yes,no,-1.8,93.075,-47.1,1.405,5099.1,0
41,services,married,unknown,no,no,no,1.4,93.918,-42.7,4.961,5228.1,0
39,blue-collar,divorced,unknown,no,no,no,1.1,93.994,-36.4,4.859,5191.0,0
41,admin.,single,high.school,no,yes,yes,1.1,93.994,-36.4,4.859,5191.0,0
42,admin.,married,professional.course,no,yes,no,-1.8,92.893,-46.2,1.354,5099.1,0
47,services,married,high.school,no,unknown,unknown,1.1,93.994,-36.4,4.86,5191.0,0
54,retired,divorced,basic.4y,no,yes,no,1.1,93.994,-36.4,4.86,5191.0,0
43,services,divorced,high.school,unknown,no,no,-1.8,93.075,-47.1,1.483,5099.1,0
34,blue-collar,married,basic.4y,no,yes,no,1.4,94.465,-41.8,4.959,5228.1,0
36,technician,divorced,professional.course,no,no,no,-1.8,93.075,-47.1,1.405,5099.1,0
34,technician,married,professional.course,no,yes,no,-1.8,92.893,-46.2,1.313,5099.1,0
55,housemaid,married,basic.4y,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
52,blue-collar,married,basic.4y,no,yes,no,1.4,93.444,-36.1,4.966,5228.1,0
38,management,married,high.school,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
59,housemaid,married,basic.4y,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
39,admin.,married,university.degree,no,yes,no,1.4,94.465,-41.8,4.961,5228.1,0
48,technician,married,professional.course,no,no,no,-0.1,93.2,-42.0,4.12,5195.8,0
36,blue-collar,married,high.school,no,yes,no,1.4,93.918,-42.7,4.963,5228.1,0
56,blue-collar,married,basic.9y,unknown,yes,no,1.1,93.994,-36.4,4.859,5191.0,0
51,entrepreneur,divorced,university.degree,no,yes,no,-1.8,92.893,-46.2,1.299,5099.1,0
26,blue-collar,single,unknown,no,yes,yes,1.4,94.465,-41.8,4.962,5228.1,0
30,admin.,married,university.degree,no,yes,no,-1.8,93.075,-47.1,1.483,5099.1,1
27,blue-collar,single,basic.9y,no,no,no,1.1,93.994,-36.4,4.856,5191.0,0
35,blue-collar,married,basic.6y,unknown,no,no,1.4,94.465,-41.8,4.959,5228.1,0
37,admin.,married,university.degree,no,yes,no,1.4,93.444,-36.1,4.964,5228.1,0
31,blue-collar,married,basic.9y,unknown,yes,yes,1.4,93.918,-42.7,4.961,5228.1,0
31,technician,married,university.degree,no,yes,no,1.4,93.444,-36.1,4.964,5228.1,0
65,admin.,divorced,university.degree,no,no,no,-3.4,92.649,-30.1,0.718,5017.5,0
40,admin.,divorced,professional.course,no,yes,no,1.1,93.994,-36.4,4.86,5191.0,0
32,technician,divorced,high.school,no,unknown,unknown,1.4,93.444,-36.1,4.965,5228.1,0
31,admin.,single,high.school,no,no,no,-1.8,92.893,-46.2,1.25,5099.1,0
44,unknown,married,high.school,unknown,yes,no,1.4,93.918,-42.7,4.963,5228.1,0
59,housemaid,married,basic.4y,unknown,no,no,1.4,93.918,-42.7,4.961,5228.1,0
51,admin.,married,university.degree,no,yes,yes,-1.1,94.601,-49.5,0.965,4963.6,1
37,admin.,divorced,high.school,no,no,no,-1.8,92.893,-46.2,1.313,5099.1,0
50,entrepreneur,married,basic.9y,no,no,no,1.1,93.994,-36.4,4.86,5191.0,0
41,technician,single,high.school,no,yes,no,-1.8,92.893,-46.2,1.244,5099.1,0
41,blue-collar,married,basic.9y,no,yes,no,1.1,93.994,-36.4,4.855,5191.0,0
57,unknown,married,unknown,unknown,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
49,housemaid,single,high.school,unknown,yes,no,1.1,93.994,-36.4,4.858,5191.0,0
51,admin.,single,basic.6y,no,yes,no,1.1,93.994,-36.4,4.859,5191.0,0
58,housemaid,married,basic.9y,no,no,no,1.4,93.444,-36.1,4.964,5228.1,0
49,technician,married,professional.course,unknown,yes,yes,1.4,93.444,-36.1,4.97,5228.1,0
40,admin.,married,university.degree,no,no,no,1.4,93.444,-36.1,4.964,5228.1,0
34,technician,single,university.degree,no,no,no,-1.8,93.369,-34.8,0.654,5008.7,1
31,entrepreneur,unknown,university.degree,no,no,no,-3.4,92.431,-26.9,0.722,5017.5,1
30,management,single,university.degree,no,yes,yes,-1.8,92.893,-46.2,1.344,5099.1,0
59,retired,divorced,basic.4y,no,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
31,technician,married,university.degree,no,no,no,-0.1,93.2,-42.0,4.12,5195.8,0
34,technician,single,high.school,no,no,no,1.4,93.444,-36.1,4.964,5228.1,0
47,management,divorced,university.degree,no,yes,no,1.4,94.465,-41.8,4.959,5228.1,0
52,admin.,married,professional.course,no,no,no,-1.7,94.215,-40.3,0.893,4991.6,1
51,admin.,divorced,university.degree,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
40,services,divorced,high.school,no,no,no,1.4,94.465,-41.8,4.866,5228.1,0
34,services,married,basic.9y,no,yes,no,1.4,94.465,-41.8,4.961,5228.1,0
48,blue-collar,married,basic.4y,unknown,no,no,1.4,94.465,-41.8,4.864,5228.1,0
29,admin.,divorced,university.degree,no,yes,yes,1.4,93.444,-36.1,4.963,5228.1,0
37,technician,married,university.degree,no,yes,no,-1.8,93.876,-40.0,0.677,5008.7,1
39,management,divorced,university.degree,no,yes,no,1.4,93.918,-42.7,4.962,5228.1,1
30,services,married,unknown,no,yes,no,1.4,94.465,-41.8,4.959,5228.1,0
62,retired,married,university.degree,unknown,no,no,-2.9,92.201,-31.4,0.873,5076.2,0
28,self-employed,single,university.degree,no,yes,no,1.4,94.465,-41.8,4.947,5228.1,0
42,blue-collar,married,basic.9y,no,yes,no,1.4,94.465,-41.8,4.967,5228.1,0
36,admin.,single,high.school,unknown,yes,yes,1.4,93.918,-42.7,4.962,5228.1,0
59,housemaid,divorced,unknown,no,unknown,unknown,1.4,93.918,-42.7,4.961,5228.1,0
51,housemaid,divorced,high.school,no,yes,yes,1.4,93.918,-42.7,4.962,5228.1,0
50,housemaid,married,basic.4y,unknown,no,no,1.4,93.918,-42.7,4.963,5228.1,0
45,management,married,university.degree,no,no,no,1.4,94.465,-41.8,4.959,5228.1,0
35,unknown,married,basic.9y,no,no,no,1.4,93.444,-36.1,4.968,5228.1,0
40,technician,single,university.degree,no,no,no,-1.8,92.893,-46.2,1.27,5099.1,0
36,entrepreneur,divorced,university.degree,no,yes,no,-0.1,93.2,-42.0,4.191,5195.8,0
35,blue-collar,married,unknown,no,no,no,-1.8,92.893,-46.2,1.327,5099.1,0
32,admin.,single,university.degree,no,no,no,-3.4,92.431,-26.9,0.728,5017.5,0
45,technician,single,university.degree,no,yes,no,-0.1,93.2,-42.0,4.021,5195.8,0
29,services,single,university.degree,no,no,no,1.1,93.994,-36.4,4.859,5191.0,0
38,entrepreneur,married,professional.course,no,yes,no,-1.8,92.893,-46.2,1.344,5099.1,0
27,entrepreneur,single,university.degree,no,yes,no,1.4,94.465,-41.8,4.961,5228.1,1
34,admin.,married,basic.6y,no,yes,yes,-0.1,93.2,-42.0,4.12,5195.8,0
28,student,single,high.school,unknown,yes,no,1.1,93.994,-36.4,4.859,5191.0,0
31,admin.,divorced,university.degree,no,no,no,-1.8,92.893,-46.2,1.344,5099.1,0
55,retired,married,university.degree,no,yes,no,1.4,93.918,-42.7,4.963,5228.1,0
46,entrepreneur,married,university.degree,no,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
33,admin.,single,high.school,no,no,no,-2.9,92.963,-40.8,1.26,5076.2,0
41,technician,divorced,basic.4y,no,no,no,1.4,94.465,-41.8,4.967,5228.1,0
49,admin.,divorced,high.school,no,yes,no,1.4,94.465,-41.8,4.961,5228.1,0
44,technician,married,high.school,no,yes,no,1.4,93.918,-42.7,4.962,5228.1,0
38,technician,married,professional.course,no,no,no,1.4,94.465,-41.8,4.864,5228.1,0
41,admin.,divorced,high.school,no,yes,no,-1.7,94.027,-38.3,0.905,4991.6,1
29,technician,married,university.degree,no,no,yes,1.4,93.444,-36.1,4.965,5228.1,0
53,blue-collar,married,unknown,unknown,yes,no,1.4,93.918,-42.7,4.962,5228.1,0
25,technician,single,professional.course,no,no,no,1.1,93.994,-36.4,4.855,5191.0,0
56,retired,married,basic.4y,no,no,no,-1.8,93.369,-34.8,0.644,5008.7,0
38,admin.,divorced,basic.9y,no,yes,no,-1.8,93.075,-47.1,1.405,5099.1,0
51,blue-collar,married,basic.4y,no,no,yes,1.1,93.994,-36.4,4.859,5191.0,0
36,admin.,married,university.degree,no,no,no,-3.4,92.431,-26.9,0.742,5017.5,0
44,admin.,married,university.degree,no,no,no,1.4,93.918,-42.7,4.958,5228.1,0
48,blue-collar,married,basic.4y,unknown,no,yes,-0.1,93.2,-42.0,4.021,5195.8,0
37,admin.,married,high.school,no,unknown,unknown,-1.7,94.215,-40.3,0.81,4991.6,1
36,blue-collar,married,basic.4y,unknown,yes,no,-1.8,93.075,-47.1,1.41,5099.1,0
30,blue-collar,married,basic.6y,no,yes,no,1.4,94.465,-41.8,4.959,5228.1,0
48,technician,divorced,university.degree,no,yes,yes,1.4,93.444,-36.1,4.964,5228.1,0
48,management,married,high.school,unknown,no,no,1.4,93.444,-36.1,4.968,5228.1,0
41,management,married,university.degree,no,yes,no,1.4,94.465,-41.8,4.959,5228.1,0
50,admin.,married,university.degree,no,yes,no,1.4,93.444,-36.1,4.962,5228.1,0
40,student,single,high.school,no,yes,no,-1.8,92.893,-46.2,1.266,5099.1,0
32,admin.,single,university.degree,unknown,yes,no,1.4,93.444,-36.1,4.965,5228.1,0
33,technician,single,university.degree,no,yes,yes,-2.9,92.963,-40.8,1.26,5076.2,0
32,technician,single,university.degree,no,yes,no,1.4,93.444,-36.1,4.966,5228.1,0
34,management,divorced,university.degree,no,no,no,-0.1,93.2,-42.0,4.076,5195.8,1
32,blue-collar,married,basic.6y,no,no,no,1.4,94.465,-41.8,4.959,5228.1,0
57,admin.,married,high.school,no,yes,no,-3.4,92.649,-30.1,0.715,5017.5,1
34,technician,married,professional.course,no,no,no,-0.1,93.2,-42.0,4.076,5195.8,0
29,self-employed,married,university.degree,no,no,no,1.1,93.994,-36.4,4.86,5191.0,0
34,technician,married,high.school,no,no,no,1.1,93.994,-36.4,4.856,5191.0,0
31,admin.,divorced,high.school,no,no,no,1.4,93.918,-42.7,4.963,5228.1,0
30,self-employed,married,professional.course,no,no,no,1.4,93.444,-36.1,4.964,5228.1,0
34,blue-collar,married,basic.9y,unknown,yes,no,1.4,93.918,-42.7,4.957,5228.1,1
42,retired,married,basic.9y,unknown,no,no,1.1,93.994,-36.4,4.856,5191.0,0
27,technician,single,university.degree,no,yes,no,-1.7,94.027,-38.3,0.904,4991.6,0
45,blue-collar,married,basic.4y,unknown,no,yes,1.1,93.994,-36.4,4.855,5191.0,0
45,self-employed,married,high.school,no,no,no,-1.8,93.876,-40.0,0.695,5008.7,1
35,technician,married,professional.course,no,no,no,1.1,93.994,-36.4,4.858,5191.0,0
26,services,single,high.school,no,yes,no,1.4,93.918,-42.7,4.957,5228.1,0
46,technician,married,professional.course,unknown,no,no,1.4,93.444,-36.1,4.963,5228.1,0
31,blue-collar,married,basic.9y,no,unknown,unknown,1.1,93.994,-36.4,4.857,5191.0,0
27,blue-collar,married,basic.6y,no,yes,no,1.4,93.918,-42.7,4.963,5228.1,0
26,admin.,single,high.school,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
39,blue-collar,single,basic.4y,unknown,no,no,1.4,93.918,-42.7,4.957,5228.1,0
83,retired,married,basic.4y,no,yes,no,-1.8,93.075,-47.1,1.365,5099.1,0
35,technician,single,professional.course,no,no,no,1.4,93.444,-36.1,4.97,5228.1,0
35,admin.,married,university.degree,no,no,no,1.4,93.444,-36.1,4.962,5228.1,0
50,admin.,married,university.degree,no,no,yes,1.4,93.444,-36.1,4.964,5228.1,0
55,blue-collar,married,basic.4y,unknown,unknown,unknown,-1.8,92.893,-46.2,1.281,5099.1,0
72,admin.,married,university.degree,unknown,no,yes,-3.4,92.431,-26.9,0.728,5017.5,1
59,blue-collar,married,basic.4y,no,yes,no,1.4,93.444,-36.1,4.963,5228.1,0
56,admin.,married,university.degree,no,no,no,1.4,93.444,-36.1,4.965,5228.1,0
57,blue-collar,married,basic.4y,unknown,no,yes,1.4,93.444,-36.1,4.964,5228.1,0
44,self-employed,married,university.degree,no,no,no,1.4,93.444,-36.1,4.968,5228.1,0
27,management,married,university.degree,no,yes,no,-1.8,92.893,-46.2,1.291,5099.1,0
32,admin.,single,high.school,no,yes,no,-1.1,94.767,-50.8,1.048,4963.6,0
47,technician,married,university.degree,no,yes,no,1.4,93.444,-36.1,4.962,5228.1,0
46,blue-collar,married,basic.4y,no,yes,no,1.4,93.444,-36.1,4.965,5228.1,1
33,services,married,high.school,no,yes,no,-1.8,93.075,-47.1,1.365,5099.1,0
40,services,married,high.school,unknown,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
47,management,married,university.degree,no,yes,no,-1.8,92.893,-46.2,1.344,5099.1,0
48,admin.,married,university.degree,no,no,no,1.4,93.444,-36.1,4.966,5228.1,0
59,management,married,basic.4y,no,yes,no,-1.8,93.369,-34.8,0.652,5008.7,0
31,entrepreneur,single,basic.6y,unknown,yes,no,1.4,94.465,-41.8,4.959,5228.1,0
20,student,single,basic.4y,no,yes,no,-1.8,93.075,-47.1,1.365,5099.1,0
35,admin.,single,university.degree,no,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
58,admin.,single,unknown,unknown,no,yes,1.4,93.918,-42.7,4.962,5228.1,0
27,technician,single,professional.course,no,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
41,entrepreneur,divorced,unknown,no,no,no,-1.8,92.893,-46.2,1.25,5099.1,1
44,services,divorced,high.school,no,yes,yes,1.4,93.918,-42.7,4.962,5228.1,0
40,housemaid,single,university.degree,no,no,no,1.1,93.994,-36.4,4.856,5191.0,0
72,retired,married,basic.9y,unknown,yes,no,-3.4,92.649,-30.1,0.718,5017.5,0
44,blue-collar,married,high.school,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
36,entrepreneur,married,high.school,no,yes,no,1.4,94.465,-41.8,4.961,5228.1,0
30,blue-collar,single,basic.9y,no,no,yes,1.4,93.918,-42.7,4.96,5228.1,1
44,technician,single,university.degree,no,no,no,-0.1,93.2,-42.0,4.191,5195.8,0
53,management,divorced,university.degree,no,yes,no,-0.1,93.2,-42.0,4.076,5195.8,0
32,services,married,high.school,no,yes,no,1.4,94.465,-41.8,4.959,5228.1,0
44,blue-collar,married,basic.4y,no,yes,no,1.4,93.918,-42.7,4.957,5228.1,0
35,technician,married,professional.course,no,yes,no,-1.8,92.893,-46.2,1.25,5099.1,0
44,technician,married,professional.course,no,no,no,1.4,93.918,-42.7,4.963,5228.1,0
39,self-employed,married,basic.9y,unknown,no,no,1.4,94.465,-41.8,4.961,5228.1,0
30,technician,single,high.school,no,yes,no,1.4,93.444,-36.1,4.963,5228.1,0
37,blue-collar,married,professional.course,no,no,no,-1.8,93.075,-47.1,1.435,5099.1,0
34,admin.,single,university.degree,no,yes,yes,-1.8,92.893,-46.2,1.266,5099.1,0
44,self-employed,divorced,professional.course,no,yes,no,-1.8,92.893,-46.2,1.327,5099.1,0
40,technician,divorced,professional.course,no,no,no,1.4,93.444,-36.1,4.965,5228.1,0
48,technician,divorced,professional.course,unknown,yes,no,1.4,93.444,-36.1,4.964,5228.1,0
46,management,married,basic.9y,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
47,services,married,high.school,no,no,no,1.4,94.465,-41.8,4.967,5228.1,0
36,blue-collar,married,basic.9y,no,no,yes,-0.1,93.2,-42.0,4.191,5195.8,0
27,admin.,married,university.degree,no,yes,no,1.4,93.918,-42.7,4.957,5228.1,1
30,services,married,university.degree,no,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
28,admin.,single,high.school,no,no,no,-1.8,93.075,-47.1,1.405,5099.1,1
26,blue-collar,married,basic.9y,no,yes,no,1.4,93.918,-42.7,4.96,5228.1,0
42,housemaid,married,basic.9y,no,yes,yes,1.4,93.918,-42.7,4.958,5228.1,0
37,blue-collar,married,professional.course,no,yes,no,1.4,94.465,-41.8,4.866,5228.1,0
41,blue-collar,married,basic.6y,no,yes,yes,-0.1,93.2,-42.0,4.153,5195.8,0
43,admin.,married,high.school,no,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
59,retired,married,unknown,no,no,yes,1.4,94.465,-41.8,4.865,5228.1,0
32,unemployed,single,high.school,no,no,yes,-0.1,93.2,-42.0,3.879,5195.8,0
29,admin.,single,unknown,no,yes,no,1.4,93.918,-42.7,4.96,5228.1,0
21,services,single,high.school,no,yes,no,-1.8,93.075,-47.1,1.435,5099.1,0
48,unemployed,married,high.school,unknown,yes,no,1.4,94.465,-41.8,4.967,5228.1,0
42,technician,married,professional.course,no,yes,no,1.4,93.444,-36.1,4.964,5228.1,1
41,admin.,single,university.degree,no,yes,no,1.4,93.918,-42.7,4.957,5228.1,0
27,technician,single,professional.course,no,no,no,-1.7,94.055,-39.8,0.737,4991.6,0
60,admin.,married,professional.course,no,yes,no,-1.8,93.075,-47.1,1.365,5099.1,1
51,technician,married,university.degree,no,yes,no,1.4,93.444,-36.1,4.964,5228.1,1
39,self-employed,married,high.school,no,no,no,1.4,93.918,-42.7,4.96,5228.1,0
44,self-employed,single,university.degree,no,no,no,1.4,94.465,-41.8,4.959,5228.1,0
36,blue-collar,married,basic.9y,unknown,no,no,1.4,94.465,-41.8,4.864,5228.1,0
49,services,married,basic.4y,no,no,no,1.4,93.444,-36.1,4.963,5228.1,0
36,technician,married,university.degree,no,no,no,1.4,93.918,-42.7,4.96,5228.1,0
33,admin.,married,university.degree,unknown,yes,no,1.4,93.444,-36.1,4.968,5228.1,0
55,admin.,married,high.school,no,no,yes,1.1,93.994,-36.4,4.859,5191.0,0
56,entrepreneur,married,university.degree,unknown,no,no,-0.1,93.2,-42.0,4.076,5195.8,0
39,services,divorced,high.school,no,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
28,self-employed,single,university.degree,no,yes,no,1.1,93.994,-36.4,4.86,5191.0,0
37,admin.,married,university.degree,no,no,no,1.4,94.465,-41.8,4.959,5228.1,1
44,admin.,divorced,professional.course,no,no,yes,-1.8,92.893,-46.2,1.281,5099.1,0
32,technician,married,university.degree,no,yes,no,-0.1,93.2,-42.0,4.191,5195.8,0
46,housemaid,single,basic.9y,unknown,no,no,-1.8,92.893,-46.2,1.281,5099.1,0
33,entrepreneur,married,university.degree,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
51,admin.,married,basic.6y,no,no,yes,-1.8,92.893,-46.2,1.299,5099.1,0
36,admin.,single,high.school,no,yes,no,-3.4,92.431,-26.9,0.739,5017.5,0
56,technician,married,professional.course,no,no,no,1.4,93.918,-42.7,4.963,5228.1,0
34,blue-collar,married,basic.6y,unknown,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
35,management,single,university.degree,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
44,admin.,divorced,high.school,no,no,no,-1.8,92.893,-46.2,1.291,5099.1,0
44,services,married,high.school,unknown,yes,no,1.1,93.994,-36.4,4.86,5191.0,1
39,admin.,married,university.degree,no,no,no,-2.9,92.963,-40.8,1.266,5076.2,0
30,technician,single,university.degree,no,yes,no,-1.8,93.075,-47.1,1.4,5099.1,0
48,blue-collar,single,basic.4y,unknown,yes,yes,-1.8,92.893,-46.2,1.344,5099.1,0
34,entrepreneur,single,professional.course,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
52,entrepreneur,married,basic.9y,unknown,no,no,1.1,93.994,-36.4,4.857,5191.0,0
34,admin.,married,university.degree,no,yes,no,-1.7,94.027,-38.3,0.9,4991.6,1
40,admin.,divorced,university.degree,no,yes,no,1.4,93.918,-42.7,4.963,5228.1,0
35,self-employed,single,basic.6y,unknown,no,yes,1.1,93.994,-36.4,4.859,5191.0,0
53,services,divorced,basic.4y,unknown,yes,no,1.4,93.918,-42.7,4.962,5228.1,0
45,blue-collar,married,basic.4y,no,yes,no,-1.8,93.075,-47.1,1.405,5099.1,0
24,student,single,high.school,no,unknown,unknown,1.1,93.994,-36.4,4.859,5191.0,0
40,management,married,university.degree,no,yes,no,1.4,93.918,-42.7,4.96,5228.1,1
52,blue-collar,divorced,high.school,no,no,no,1.4,94.465,-41.8,4.962,5228.1,0
64,unknown,married,unknown,no,yes,yes,-2.9,92.201,-31.4,0.873,5076.2,0
67,retired,married,unknown,no,no,no,-3.4,92.431,-26.9,0.722,5017.5,0
